id,country,status,amount
0,Ireland,completed,8782651.262929358
1,Poland,pending,2615461.4933574507
2,Sweden,failed,7221550.694554622
3,Luxembourg,completed,843593.3817254925
4,Ireland,completed,6521939.113412268
5,Czech Republic,completed,9690540.574454619
6,Slovakia,failed,3537634.2898863913
7,Spain,completed,3780262.5970033198
8,Czech Republic,failed,8603861.083150534
9,Spain,failed,362630.12224846514
10,Austria,pending,3002549.400251706
11,Italy,failed,8522485.787640287
12,Netherlands,failed,4126949.7750231633
13,Luxembourg,completed,886177.9436071937
14,Slovenia,completed,4281423.949062261
15,Malta,completed,7834653.847901735
16,Netherlands,completed,92942.14056069338
17,Austria,pending,9023305.47755085
18,Spain,completed,5871739.122738671
19,Poland,failed,5493954.439907723
20,Lithuania,pending,8961712.421467178
21,Czech Republic,failed,749935.0220704881
22,Finland,pending,1898181.9691650826
23,Spain,pending,5812355.821854993
24,Sweden,failed,3571669.0196097945
25,United States,failed,6055744.011654669
26,Netherlands,failed,4064726.4575886764
27,Hungary,failed,2657100.459195193
28,Estonia,pending,91282.01962089077
29,Malta,pending,3196239.3603598936
30,Belgium,pending,153654.30774292088
31,Lithuania,failed,3199585.3671199502
32,Slovenia,failed,3871407.743760906
33,Czech Republic,completed,8824955.734738767
34,Finland,failed,6309868.090871291
35,Ireland,completed,3956859.4054912864
36,Estonia,pending,702122.5548673016
37,Latvia,failed,1458635.8220443807
38,Poland,pending,2501739.878834174
39,France,pending,8278367.154905279
40,Belgium,failed,9867996.07965158
41,Hungary,pending,5341094.059595372
42,Latvia,completed,4087306.549315345
43,Slovakia,completed,9179479.325848712
44,Bulgaria,failed,3670356.964012048
45,Luxembourg,failed,927677.880692368
46,United States,completed,9870292.149877137
47,Netherlands,failed,1162311.838501091
48,Bulgaria,failed,9568894.892784197
49,United States,completed,1487068.1009748632
50,Czech Republic,pending,1979134.4961729518
51,Poland,failed,2413081.202957129
52,Bulgaria,failed,241791.67795010837
53,Luxembourg,failed,555940.7770177649
54,Hungary,pending,1525960.8504706535
55,Bulgaria,completed,5030190.247499094
56,Portugal,completed,8783655.035935493
57,Malta,completed,5544134.220449454
58,United States,completed,5593454.569671874
59,Latvia,failed,5914255.406836351
60,Italy,failed,5159309.931051923
61,Ireland,failed,5264976.944059886
62,Hungary,pending,285877.5510960476
63,Czech Republic,pending,16085.134927896761
64,Portugal,completed,2230679.8036256423
65,Italy,pending,5075884.644032363
66,Portugal,completed,6527712.278469022
67,Estonia,completed,9242385.892244793
68,Luxembourg,completed,9780800.65709048
69,Slovenia,completed,4432453.134874403
70,Ireland,completed,9849804.393703049
71,Belgium,pending,7064339.315599249
72,Portugal,failed,2078837.5001821434
73,Spain,completed,5529559.759772979
74,Croatia,pending,6819574.0497422945
75,Austria,completed,5647588.426336415
76,Bulgaria,failed,4659252.279887843
77,Germany,completed,3919447.992447638
78,Ireland,completed,2041232.5374849262
79,Malta,completed,5986162.716535051
80,Spain,completed,6449256.8526899805
81,Italy,completed,7394404.827048306
82,Spain,failed,2571376.553827572
83,Slovenia,failed,4054032.3187375716
84,Denmark,completed,3485953.971846287
85,Spain,failed,5814450.883842383
86,Greece,completed,5474802.004679977
87,Slovakia,failed,5968065.201005345
88,Austria,failed,1156529.4437665385
89,Malta,completed,2159931.8825327186
90,Portugal,failed,8093078.814810729
91,Portugal,completed,4253884.504631216
92,Luxembourg,pending,1743984.9903870674
93,Italy,failed,1371038.6637001026
94,Netherlands,completed,8145090.948283887
95,Luxembourg,completed,2026625.208547248
96,Ireland,completed,229143.37954949238
97,Denmark,pending,2196663.3286158843
98,Hungary,pending,2135410.321746577
99,Greece,pending,847619.9919666838
100,Hungary,pending,2020610.211431022
101,Czech Republic,pending,2994717.9451527596
102,Portugal,completed,2420517.07970491
103,Germany,pending,8999394.714301776
104,Bulgaria,failed,4841068.451237559
105,Luxembourg,completed,6307977.3286277065
106,Latvia,failed,5454665.177697659
107,Greece,failed,9083771.32581183
108,Ireland,completed,1417998.0720774976
109,Portugal,pending,8872644.203124193
110,Luxembourg,pending,6740028.990906091
111,Romania,failed,4363653.081360641
112,Denmark,pending,5800529.984426912
113,Belgium,failed,7673254.355653413
114,France,completed,1777577.0796358115
115,Romania,completed,874171.0637695666
116,Portugal,completed,3093974.6940265065
117,Latvia,completed,2749608.5932405177
118,Austria,failed,3747440.567429655
119,Sweden,failed,8597776.266838932
120,Sweden,pending,3711850.807303355
121,Belgium,failed,6865523.480336389
122,Spain,failed,8810529.47992754
123,Estonia,pending,6921897.2787471
124,Malta,pending,2642471.523449348
125,Slovenia,pending,1355929.0728104268
126,Austria,pending,5210877.180599379
127,Spain,completed,6192856.364556749
128,Slovenia,pending,7837178.7057987265
129,Portugal,pending,3879872.76603462
130,Portugal,pending,5106801.257326275
131,Austria,pending,7812605.806929381
132,Lithuania,failed,5765990.91612616
133,Finland,pending,8407238.376949383
134,Malta,completed,8110043.643834539
135,Latvia,failed,2698711.8859866867
136,Spain,completed,4088111.799349643
137,Germany,failed,8344137.54360646
138,Lithuania,pending,1589046.1365316
139,Malta,completed,7084783.800662945
140,Luxembourg,completed,9941715.240265675
141,Germany,failed,4749525.058925783
142,Austria,pending,8331985.001486779
143,Spain,pending,2840868.6815091046
144,Spain,pending,9958530.135393959
145,Portugal,failed,9173993.838979533
146,Luxembourg,completed,2495807.5884737107
147,Poland,failed,4044584.8964530127
148,Poland,pending,1973667.8133889285
149,Romania,completed,430176.27938478853
150,Lithuania,failed,3319982.3518971307
151,Belgium,failed,2593765.810871642
152,Slovenia,completed,9039707.729934577
153,Bulgaria,completed,5198050.619466966
154,Bulgaria,completed,8225075.66968263
155,Ireland,failed,4689046.670759077
156,Slovakia,failed,7843014.691302331
157,Latvia,pending,8719487.839051012
158,Hungary,pending,5276581.702125969
159,Croatia,failed,446235.6222923869
160,Sweden,pending,7572550.0295983525
161,Netherlands,failed,8239686.428767878
162,Austria,pending,7848813.481099605
163,United States,failed,7999824.771855486
164,France,pending,2014111.5739700655
165,Malta,failed,3436833.956480686
166,Italy,completed,4301587.564078484
167,United States,pending,6708225.856957093
168,Italy,pending,3842254.2093108282
169,Estonia,pending,4051652.897926996
170,Belgium,pending,7913094.423900991
171,Finland,pending,1022216.205147356
172,Slovakia,pending,2952637.2906114673
173,Denmark,failed,3403382.3189556967
174,Italy,pending,505468.93380376213
175,Lithuania,completed,7096301.775022208
176,Estonia,failed,1192320.2538705014
177,Sweden,failed,2683876.112752328
178,Spain,pending,7709289.432355509
179,Finland,failed,9027701.864539469
180,Malta,pending,7497472.902532302
181,Latvia,pending,2093153.1620709654
182,Bulgaria,failed,2503341.459424885
183,Czech Republic,failed,1866150.7738929184
184,Hungary,completed,7064571.328885794
185,Lithuania,failed,1048719.7842743045
186,Malta,completed,1121221.3935221927
187,Romania,completed,6986808.607593865
188,Spain,failed,2547172.629166101
189,Greece,completed,8791723.017293882
190,Denmark,completed,1261060.697324322
191,Hungary,failed,6981213.5654755905
192,Malta,failed,5549826.801199015
193,Romania,failed,8093235.296471233
194,Denmark,pending,5159817.962710276
195,Greece,failed,3969349.623627718
196,Estonia,failed,3016622.973928694
197,Croatia,pending,587547.199407027
198,Spain,pending,7389034.3852331275
199,Hungary,failed,7670149.634935854
200,Romania,completed,2060549.5759828829
201,Luxembourg,completed,4168881.83929236
202,Sweden,pending,4502402.735664341
203,Croatia,failed,8071364.595847343
204,Italy,completed,2853765.5324082733
205,Greece,completed,24118.741322254333
206,Czech Republic,pending,6858371.371646201
207,Sweden,failed,2751600.3210726213
208,Estonia,failed,9959922.025774261
209,Czech Republic,completed,1812068.381705315
210,Denmark,failed,3598708.316956677
211,Austria,completed,227875.86116562286
212,Ireland,pending,5667091.451714099
213,Croatia,pending,9103573.044854075
214,Estonia,pending,4089056.4003836648
215,Finland,failed,3931384.1128842277
216,Greece,pending,646853.1553972423
217,Ireland,failed,8129081.2606946
218,Poland,pending,4412557.898175134
219,Poland,completed,1062405.3917481713
220,Germany,pending,3136778.4437504164
221,Italy,completed,7603369.445161815
222,Netherlands,pending,9653289.205808237
223,Czech Republic,pending,8672243.488360794
224,Estonia,failed,2265807.65224798
225,Sweden,pending,5844766.098685219
226,Ireland,pending,2722612.389356098
227,Estonia,failed,5162297.767529596
228,Latvia,failed,54715.5559731638
229,United States,completed,4931609.9724641275
230,Poland,pending,4442233.78872346
231,Slovakia,failed,8314567.421185994
232,Croatia,failed,8526759.566546593
233,United States,pending,4350930.246572523
234,Bulgaria,pending,4141106.388018624
235,Hungary,pending,8798547.471035108
236,Bulgaria,pending,2521675.7493242114
237,Austria,pending,9202367.412149733
238,Slovenia,completed,6235517.794132442
239,Czech Republic,pending,9175471.370969795
240,Poland,pending,7686299.127175472
241,Hungary,pending,6504623.129105885
242,Poland,pending,5509583.008098704
243,Malta,completed,3008986.296834308
244,Estonia,failed,785515.4747253646
245,Spain,failed,9934862.472937355
246,Poland,pending,701909.9863453871
247,Netherlands,failed,2229578.8755279533
248,Ireland,failed,1155350.133797326
249,Netherlands,completed,829862.0615558239
250,Croatia,failed,7599736.11637264
251,Malta,failed,2912571.3160346155
252,Poland,failed,5671431.362574977
253,Latvia,pending,4692838.77158826
254,Czech Republic,pending,8818495.010959793
255,France,pending,7844920.740019141
256,Slovakia,failed,5862041.526643589
257,Malta,pending,2196865.4170137127
258,Germany,completed,3626846.0474685584
259,Croatia,failed,8378125.213068401
260,Croatia,pending,8972527.488106277
261,Netherlands,completed,7761911.957306601
262,Italy,completed,6080921.683736974
263,Slovakia,completed,571532.4880669514
264,Slovenia,pending,8012368.547019464
265,Hungary,failed,5556075.728537119
266,Germany,failed,7884000.746521249
267,Romania,failed,1314962.0625360948
268,Croatia,pending,9496120.200581647
269,Italy,failed,3117450.7115317495
270,Greece,completed,1881254.0071200812
271,Romania,failed,5366330.089845318
272,Hungary,pending,2755246.603901692
273,United States,failed,8946482.620836498
274,Netherlands,failed,9341232.918476336
275,Denmark,pending,7625833.959320071
276,Netherlands,failed,1023879.346894655
277,Lithuania,pending,4782300.74545361
278,Lithuania,failed,8549823.26955527
279,United States,failed,219101.37879213475
280,Lithuania,failed,1715247.9167814716
281,Italy,pending,633225.2508501657
282,Poland,completed,5577862.381099754
283,Spain,completed,5620981.1005783295
284,Romania,failed,5210391.78616624
285,Netherlands,failed,665145.6165946256
286,Netherlands,failed,7705976.0012366455
287,Luxembourg,failed,2501273.0363484994
288,Italy,completed,978798.2481851088
289,France,failed,8729711.93188824
290,Bulgaria,failed,63805.12554095441
291,Italy,failed,2218327.6554412013
292,Austria,completed,6654412.989812576
293,Croatia,completed,2392823.520712499
294,Finland,pending,3883858.7954118764
295,Latvia,pending,1214914.8310669921
296,Luxembourg,failed,5049988.82034291
297,Germany,completed,8759558.034087857
298,Czech Republic,pending,2483939.7361995066
299,Lithuania,failed,9597934.733368035
300,Estonia,completed,882275.691010782
301,Estonia,failed,6966590.132485649
302,Portugal,failed,259607.9015980346
303,Luxembourg,completed,3718404.1005917825
304,Finland,failed,7431785.703239731
305,Denmark,pending,5497824.441505002
306,Germany,pending,5428363.908380891
307,Italy,pending,4091955.969909523
308,Romania,pending,1934716.103531603
309,Ireland,pending,5436690.475397965
310,Luxembourg,completed,7181281.537298655
311,Denmark,pending,3771267.4220537334
312,Ireland,completed,3210845.6960046403
313,Malta,failed,4715987.651222766
314,Denmark,pending,6393425.06874519
315,Hungary,completed,5603783.503616455
316,Luxembourg,completed,9866029.956120659
317,Romania,pending,993451.0595484447
318,Germany,completed,6072513.651716775
319,Bulgaria,completed,2879067.2953882823
320,Malta,failed,4204015.403146978
321,Greece,completed,7380122.033146542
322,Greece,pending,4773112.222357937
323,Lithuania,failed,5624316.715641887
324,Netherlands,completed,3734681.3866073135
325,Germany,completed,8766170.635345243
326,Germany,failed,6372229.136612494
327,Greece,failed,8893297.70120087
328,France,completed,7962798.261687101
329,Spain,completed,468038.0203186385
330,Slovakia,pending,7066070.869506863
331,Spain,pending,5826282.276147855
332,Romania,failed,270555.30610921583
333,Lithuania,pending,5999903.831643422
334,United States,failed,9205289.164122805
335,Italy,failed,2717040.698214039
336,Slovakia,pending,3591003.8803978506
337,Poland,completed,7171074.943098381
338,Sweden,pending,8241496.454975538
339,Spain,pending,2311852.5413433434
340,Hungary,completed,6614385.12385841
341,Hungary,pending,4512058.976409493
342,Denmark,failed,8307776.026907856
343,Luxembourg,pending,9103823.907773081
344,Germany,pending,1913812.8979363856
345,Czech Republic,failed,3452493.1667516977
346,Sweden,failed,8170962.791614212
347,Sweden,failed,2440012.199626248
348,Hungary,completed,3714587.502589506
349,Spain,pending,6333270.098934849
350,Malta,completed,2620506.1685474375
351,Luxembourg,pending,7876036.478499799
352,Bulgaria,failed,5853536.62196104
353,Hungary,completed,5214739.533084465
354,Germany,pending,4769194.181316209
355,Portugal,completed,2533073.9118970092
356,Denmark,failed,7899749.862868153
357,Italy,pending,3506406.354322873
358,Denmark,failed,5976227.516026159
359,Ireland,failed,2617007.778553142
360,Bulgaria,completed,6449780.7518050345
361,Luxembourg,completed,8352736.48657477
362,Lithuania,completed,9238987.068777328
363,Slovenia,completed,6925332.1120061325
364,Poland,pending,2521332.603678661
365,Bulgaria,completed,5144933.027971621
366,Denmark,completed,7940717.083649615
